Kontener{masa=788, producent='COSCO', towar='Telefon'} Poziom: 0 Kolumna: 0 Pozycja: 0
Kontener{masa=146, producent='Maersk', towar='Telefon'} Poziom: 1 Kolumna: 82 Pozycja: 6
Kontener{masa=768, producent='Matson', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 82 Pozycja: 7
Kontener{masa=208, producent='Swire', towar='Komputer'} Poziom: 1 Kolumna: 82 Pozycja: 8
Kontener{masa=383, producent='Maersk', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 82 Pozycja: 9
Kontener{masa=7581, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 82 Pozycja: 10
Kontener{masa=7581, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 82 Pozycja: 11
Kontener{masa=7580, producent='Maersk', towar='Farba'} Poziom: 1 Kolumna: 82 Pozycja: 12
Kontener{masa=7579, producent='Swire', towar='Kwas'} Poziom: 1 Kolumna: 82 Pozycja: 13
Kontener{masa=7578, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 82 Pozycja: 14
Kontener{masa=7577, producent='Evergreen', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 82 Pozycja: 15
Kontener{masa=7576, producent='COSCO', towar='Ropa'} Poziom: 1 Kolumna: 82 Pozycja: 16
Kontener{masa=7575, producent='CMA CMG', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 82 Pozycja: 17
Kontener{masa=7572, producent='Matson', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 82 Pozycja: 18
Kontener{masa=7572, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 82 Pozycja: 19
Kontener{masa=939, producent='Swire', towar='Komputer'} Poziom: 1 Kolumna: 82 Pozycja: 20
Kontener{masa=127, producent='Swire', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 82 Pozycja: 21
Kontener{masa=678, producent='Matson', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 82 Pozycja: 22
Kontener{masa=400, producent='Maersk', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 82 Pozycja: 23
Kontener{masa=612, producent='Matson', towar='Procesor'} Poziom: 1 Kolumna: 82 Pozycja: 24
Kontener{masa=110, producent='COSCO', towar='Telewizor'} Poziom: 1 Kolumna: 82 Pozycja: 25
Kontener{masa=516, producent='Maersk', towar='Telewizor'} Poziom: 1 Kolumna: 82 Pozycja: 26
Kontener{masa=194, producent='Evergreen', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 82 Pozycja: 27
Kontener{masa=492, producent='Matson', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 82 Pozycja: 28
Kontener{masa=108, producent='Matson', towar='Procesor'} Poziom: 1 Kolumna: 82 Pozycja: 29
Kontener{masa=121, producent='Matson', towar='Procesor'} Poziom: 1 Kolumna: 83 Pozycja: 0
Kontener{masa=2321, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 83 Pozycja: 1
Kontener{masa=528, producent='CMA CMG', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 83 Pozycja: 2
Kontener{masa=46, producent='Evergreen', towar='Procesor'} Poziom: 1 Kolumna: 83 Pozycja: 3
Kontener{masa=727, producent='Swire', towar='Telewizor'} Poziom: 1 Kolumna: 83 Pozycja: 4
Kontener{masa=1625, producent='Matson', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 83 Pozycja: 5
Kontener{masa=92, producent='CMA CMG', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 83 Pozycja: 6
Kontener{masa=292, producent='COSCO', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 83 Pozycja: 7
Kontener{masa=85, producent='Evergreen', towar='Telewizor'} Poziom: 1 Kolumna: 83 Pozycja: 8
Kontener{masa=910, producent='Maersk', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 83 Pozycja: 9
Kontener{masa=7571, producent='Evergreen', towar='Ropa'} Poziom: 1 Kolumna: 83 Pozycja: 10
Kontener{masa=7563, producent='COSCO', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 83 Pozycja: 11
Kontener{masa=7562, producent='CMA CMG', towar='Ropa'} Poziom: 1 Kolumna: 83 Pozycja: 12
Kontener{masa=7562, producent='Matson', towar='Ropa'} Poziom: 1 Kolumna: 83 Pozycja: 13
Kontener{masa=7557, producent='Evergreen', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 83 Pozycja: 14
Kontener{masa=7556, producent='CMA CMG', towar='Ropa'} Poziom: 1 Kolumna: 83 Pozycja: 15
Kontener{masa=7556, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 83 Pozycja: 16
Kontener{masa=7555, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 83 Pozycja: 17
Kontener{masa=7554, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 83 Pozycja: 18
Kontener{masa=7553, producent='Maersk', towar='Ropa'} Poziom: 1 Kolumna: 83 Pozycja: 19
Kontener{masa=539, producent='Evergreen', towar='Telewizor'} Poziom: 1 Kolumna: 83 Pozycja: 20
Kontener{masa=2233, producent='Swire', towar='Farba'} Poziom: 1 Kolumna: 83 Pozycja: 21
Kontener{masa=583, producent='COSCO', towar='Komputer'} Poziom: 1 Kolumna: 83 Pozycja: 22
Kontener{masa=642, producent='Maersk', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 83 Pozycja: 23
Kontener{masa=862, producent='COSCO', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 83 Pozycja: 24
Kontener{masa=3074, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 83 Pozycja: 25
Kontener{masa=605, producent='Swire', towar='Komputer'} Poziom: 1 Kolumna: 83 Pozycja: 26
Kontener{masa=656, producent='Matson', towar='Telefon'} Poziom: 1 Kolumna: 83 Pozycja: 27
Kontener{masa=620, producent='Maersk', towar='Procesor'} Poziom: 1 Kolumna: 83 Pozycja: 28
Kontener{masa=765, producent='Matson', towar='Procesor'} Poziom: 1 Kolumna: 83 Pozycja: 29
Kontener{masa=560, producent='Matson', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 84 Pozycja: 0
Kontener{masa=341, producent='COSCO', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 84 Pozycja: 1
Kontener{masa=1678, producent='CMA CMG', towar='Kwas'} Poziom: 1 Kolumna: 84 Pozycja: 2
Kontener{masa=241, producent='CMA CMG', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 84 Pozycja: 3
Kontener{masa=742, producent='Evergreen', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 84 Pozycja: 4
Kontener{masa=33, producent='Evergreen', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 84 Pozycja: 5
Kontener{masa=17, producent='Swire', towar='Procesor'} Poziom: 1 Kolumna: 84 Pozycja: 6
Kontener{masa=3098, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 84 Pozycja: 7
Kontener{masa=841, producent='CMA CMG', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 84 Pozycja: 8
Kontener{masa=491, producent='Swire', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 84 Pozycja: 9
Kontener{masa=7552, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 84 Pozycja: 10
Kontener{masa=7551, producent='CMA CMG', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 84 Pozycja: 11
Kontener{masa=7548, producent='Swire', towar='Farba'} Poziom: 1 Kolumna: 84 Pozycja: 12
Kontener{masa=7546, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 84 Pozycja: 13
Kontener{masa=7544, producent='Maersk', towar='Ropa'} Poziom: 1 Kolumna: 84 Pozycja: 14
Kontener{masa=7544, producent='CMA CMG', towar='Farba'} Poziom: 1 Kolumna: 84 Pozycja: 15
Kontener{masa=7544, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 84 Pozycja: 16
Kontener{masa=7542, producent='Evergreen', towar='Kwas'} Poziom: 1 Kolumna: 84 Pozycja: 17
Kontener{masa=7541, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 84 Pozycja: 18
Kontener{masa=7541, producent='Maersk', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 84 Pozycja: 19
Kontener{masa=770, producent='Swire', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 84 Pozycja: 20
Kontener{masa=238, producent='Swire', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 84 Pozycja: 21
Kontener{masa=813, producent='Matson', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 84 Pozycja: 22
Kontener{masa=669, producent='CMA CMG', towar='Procesor'} Poziom: 1 Kolumna: 84 Pozycja: 23
Kontener{masa=1776, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 84 Pozycja: 24
Kontener{masa=655, producent='COSCO', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 84 Pozycja: 25
Kontener{masa=689, producent='Evergreen', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 84 Pozycja: 26
Kontener{masa=1830, producent='Matson', towar='Kwas'} Poziom: 1 Kolumna: 84 Pozycja: 27
Kontener{masa=195, producent='CMA CMG', towar='Komputer'} Poziom: 1 Kolumna: 84 Pozycja: 28
Kontener{masa=810, producent='Swire', towar='Procesor'} Poziom: 1 Kolumna: 84 Pozycja: 29
Kontener{masa=881, producent='Maersk', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 85 Pozycja: 0
Kontener{masa=90, producent='Matson', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 85 Pozycja: 1
Kontener{masa=1244, producent='Matson', towar='Ropa'} Poziom: 1 Kolumna: 85 Pozycja: 2
Kontener{masa=915, producent='COSCO', towar='Telefon'} Poziom: 1 Kolumna: 85 Pozycja: 3
Kontener{masa=903, producent='CMA CMG', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 85 Pozycja: 4
Kontener{masa=549, producent='Maersk', towar='Telewizor'} Poziom: 1 Kolumna: 85 Pozycja: 5
Kontener{masa=817, producent='CMA CMG', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 85 Pozycja: 6
Kontener{masa=987, producent='Matson', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 85 Pozycja: 7
Kontener{masa=2016, producent='Matson', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 85 Pozycja: 8
Kontener{masa=746, producent='Evergreen', towar='Komputer'} Poziom: 1 Kolumna: 85 Pozycja: 9
Kontener{masa=7541, producent='COSCO', towar='Ropa'} Poziom: 1 Kolumna: 85 Pozycja: 10
Kontener{masa=7541, producent='CMA CMG', towar='Ropa'} Poziom: 1 Kolumna: 85 Pozycja: 11
Kontener{masa=7539, producent='Swire', towar='Ropa'} Poziom: 1 Kolumna: 85 Pozycja: 12
Kontener{masa=7536, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 85 Pozycja: 13
Kontener{masa=7534, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 85 Pozycja: 14
Kontener{masa=7534, producent='COSCO', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 85 Pozycja: 15
Kontener{masa=7532, producent='Maersk', towar='Kwas'} Poziom: 1 Kolumna: 85 Pozycja: 16
Kontener{masa=7531, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 85 Pozycja: 17
Kontener{masa=7527, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 85 Pozycja: 18
Kontener{masa=7526, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 85 Pozycja: 19
Kontener{masa=887, producent='Evergreen', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 85 Pozycja: 20
Kontener{masa=605, producent='Matson', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 85 Pozycja: 21
Kontener{masa=780, producent='CMA CMG', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 85 Pozycja: 22
Kontener{masa=343, producent='CMA CMG', towar='Telewizor'} Poziom: 1 Kolumna: 85 Pozycja: 23
Kontener{masa=201, producent='Matson', towar='Telewizor'} Poziom: 1 Kolumna: 85 Pozycja: 24
Kontener{masa=759, producent='Evergreen', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 85 Pozycja: 25
Kontener{masa=114, producent='Matson', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 85 Pozycja: 26
Kontener{masa=545, producent='COSCO', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 85 Pozycja: 27
Kontener{masa=184, producent='CMA CMG', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 85 Pozycja: 28
Kontener{masa=685, producent='Matson', towar='Telefon'} Poziom: 1 Kolumna: 85 Pozycja: 29
Kontener{masa=427, producent='Swire', towar='Procesor'} Poziom: 1 Kolumna: 86 Pozycja: 0
Kontener{masa=450, producent='Swire', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 86 Pozycja: 1
Kontener{masa=1407, producent='Maersk', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 86 Pozycja: 2
Kontener{masa=707, producent='Maersk', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 86 Pozycja: 3
Kontener{masa=285, producent='COSCO', towar='Procesor'} Poziom: 1 Kolumna: 86 Pozycja: 4
Kontener{masa=321, producent='CMA CMG', towar='Telewizor'} Poziom: 1 Kolumna: 86 Pozycja: 5
Kontener{masa=1860, producent='Swire', towar='Farba'} Poziom: 1 Kolumna: 86 Pozycja: 6
Kontener{masa=483, producent='Swire', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 86 Pozycja: 7
Kontener{masa=325, producent='Maersk', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 86 Pozycja: 8
Kontener{masa=92, producent='Swire', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 86 Pozycja: 9
Kontener{masa=7522, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 86 Pozycja: 10
Kontener{masa=7521, producent='COSCO', towar='Farba'} Poziom: 1 Kolumna: 86 Pozycja: 11
Kontener{masa=7520, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 86 Pozycja: 12
Kontener{masa=7518, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 86 Pozycja: 13
Kontener{masa=7518, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 86 Pozycja: 14
Kontener{masa=7518, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 86 Pozycja: 15
Kontener{masa=7517, producent='Matson', towar='Ropa'} Poziom: 1 Kolumna: 86 Pozycja: 16
Kontener{masa=7517, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 86 Pozycja: 17
Kontener{masa=7515, producent='CMA CMG', towar='Ropa'} Poziom: 1 Kolumna: 86 Pozycja: 18
Kontener{masa=7513, producent='Maersk', towar='Farba'} Poziom: 1 Kolumna: 86 Pozycja: 19
Kontener{masa=893, producent='Matson', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 86 Pozycja: 20
Kontener{masa=1110, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 86 Pozycja: 21
Kontener{masa=251, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 86 Pozycja: 22
Kontener{masa=852, producent='Evergreen', towar='Komputer'} Poziom: 1 Kolumna: 86 Pozycja: 23
Kontener{masa=2941, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 86 Pozycja: 24
Kontener{masa=219, producent='Evergreen', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 86 Pozycja: 25
Kontener{masa=400, producent='Evergreen', towar='Telefon'} Poziom: 1 Kolumna: 86 Pozycja: 26
Kontener{masa=534, producent='COSCO', towar='Ropa'} Poziom: 1 Kolumna: 86 Pozycja: 27
Kontener{masa=558, producent='Maersk', towar='Kwas'} Poziom: 1 Kolumna: 86 Pozycja: 28
Kontener{masa=1632, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 86 Pozycja: 29
Kontener{masa=2133, producent='Maersk', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 87 Pozycja: 0
Kontener{masa=40, producent='Matson', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 87 Pozycja: 1
Kontener{masa=219, producent='CMA CMG', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 87 Pozycja: 2
Kontener{masa=534, producent='Swire', towar='Telefon'} Poziom: 1 Kolumna: 87 Pozycja: 3
Kontener{masa=651, producent='CMA CMG', towar='Telewizor'} Poziom: 1 Kolumna: 87 Pozycja: 4
Kontener{masa=978, producent='CMA CMG', towar='Komputer'} Poziom: 1 Kolumna: 87 Pozycja: 5
Kontener{masa=433, producent='Evergreen', towar='Telefon'} Poziom: 1 Kolumna: 87 Pozycja: 6
Kontener{masa=513, producent='Swire', towar='Komputer'} Poziom: 1 Kolumna: 87 Pozycja: 7
Kontener{masa=109, producent='CMA CMG', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 87 Pozycja: 8
Kontener{masa=23, producent='Evergreen', towar='Procesor'} Poziom: 1 Kolumna: 87 Pozycja: 9
Kontener{masa=7512, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 87 Pozycja: 10
Kontener{masa=7511, producent='Maersk', towar='Farba'} Poziom: 1 Kolumna: 87 Pozycja: 11
Kontener{masa=7507, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 87 Pozycja: 12
Kontener{masa=7506, producent='COSCO', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 87 Pozycja: 13
Kontener{masa=7504, producent='Evergreen', towar='Farba'} Poziom: 1 Kolumna: 87 Pozycja: 14
Kontener{masa=7502, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 87 Pozycja: 15
Kontener{masa=7500, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 87 Pozycja: 16
Kontener{masa=7499, producent='Evergreen', towar='Farba'} Poziom: 1 Kolumna: 87 Pozycja: 17
Kontener{masa=7494, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 87 Pozycja: 18
Kontener{masa=7493, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 87 Pozycja: 19
Kontener{masa=876, producent='Swire', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 87 Pozycja: 20
Kontener{masa=654, producent='Matson', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 87 Pozycja: 21
Kontener{masa=122, producent='Evergreen', towar='Telewizor'} Poziom: 1 Kolumna: 87 Pozycja: 22
Kontener{masa=807, producent='Swire', towar='Telefon'} Poziom: 1 Kolumna: 87 Pozycja: 23
Kontener{masa=169, producent='Swire', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 87 Pozycja: 24
Kontener{masa=119, producent='Evergreen', towar='Komputer'} Poziom: 1 Kolumna: 87 Pozycja: 25
Kontener{masa=423, producent='CMA CMG', towar='Telewizor'} Poziom: 1 Kolumna: 87 Pozycja: 26
Kontener{masa=528, producent='COSCO', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 87 Pozycja: 27
Kontener{masa=43, producent='Maersk', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 87 Pozycja: 28
Kontener{masa=3072, producent='Maersk', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 87 Pozycja: 29
Kontener{masa=875, producent='CMA CMG', towar='Telefon'} Poziom: 1 Kolumna: 88 Pozycja: 0
Kontener{masa=466, producent='COSCO', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 88 Pozycja: 1
Kontener{masa=438, producent='COSCO', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 88 Pozycja: 2
Kontener{masa=939, producent='COSCO', towar='Telewizor'} Poziom: 1 Kolumna: 88 Pozycja: 3
Kontener{masa=95, producent='CMA CMG', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 88 Pozycja: 4
Kontener{masa=1672, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 88 Pozycja: 5
Kontener{masa=820, producent='Matson', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 88 Pozycja: 6
Kontener{masa=712, producent='Swire', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 88 Pozycja: 7
Kontener{masa=974, producent='Maersk', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 88 Pozycja: 8
Kontener{masa=872, producent='CMA CMG', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 88 Pozycja: 9
Kontener{masa=7492, producent='Matson', towar='Ropa'} Poziom: 1 Kolumna: 88 Pozycja: 10
Kontener{masa=7489, producent='Matson', towar='Farba'} Poziom: 1 Kolumna: 88 Pozycja: 11
Kontener{masa=7487, producent='COSCO', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 88 Pozycja: 12
Kontener{masa=7484, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 88 Pozycja: 13
Kontener{masa=7484, producent='Maersk', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 88 Pozycja: 14
Kontener{masa=7483, producent='Maersk', towar='Kwas'} Poziom: 1 Kolumna: 88 Pozycja: 15
Kontener{masa=7483, producent='Swire', towar='Ropa'} Poziom: 1 Kolumna: 88 Pozycja: 16
Kontener{masa=7483, producent='Matson', towar='Farba'} Poziom: 1 Kolumna: 88 Pozycja: 17
Kontener{masa=7480, producent='COSCO', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 88 Pozycja: 18
Kontener{masa=7479, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 88 Pozycja: 19
Kontener{masa=24, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 88 Pozycja: 20
Kontener{masa=803, producent='Maersk', towar='Telewizor'} Poziom: 1 Kolumna: 88 Pozycja: 21
Kontener{masa=812, producent='CMA CMG', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 88 Pozycja: 22
Kontener{masa=711, producent='Swire', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 88 Pozycja: 23
Kontener{masa=2826, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 88 Pozycja: 24
Kontener{masa=838, producent='CMA CMG', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 88 Pozycja: 25
Kontener{masa=187, producent='Evergreen', towar='Komputer'} Poziom: 1 Kolumna: 88 Pozycja: 26
Kontener{masa=716, producent='Maersk', towar='Telefon'} Poziom: 1 Kolumna: 88 Pozycja: 27
Kontener{masa=339, producent='Evergreen', towar='Telewizor'} Poziom: 1 Kolumna: 88 Pozycja: 28
Kontener{masa=831, producent='Swire', towar='Telewizor'} Poziom: 1 Kolumna: 88 Pozycja: 29
Kontener{masa=876, producent='Swire', towar='Telefon'} Poziom: 1 Kolumna: 89 Pozycja: 0
Kontener{masa=687, producent='COSCO', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 89 Pozycja: 1
Kontener{masa=383, producent='Matson', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 89 Pozycja: 2
Kontener{masa=1497, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 89 Pozycja: 3
Kontener{masa=903, producent='Maersk', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 89 Pozycja: 4
Kontener{masa=54, producent='CMA CMG', towar='Komputer'} Poziom: 1 Kolumna: 89 Pozycja: 5
Kontener{masa=831, producent='Maersk', towar='Komputer'} Poziom: 1 Kolumna: 89 Pozycja: 6
Kontener{masa=777, producent='Maersk', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 89 Pozycja: 7
Kontener{masa=2971, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 89 Pozycja: 8
Kontener{masa=948, producent='Maersk', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 89 Pozycja: 9
Kontener{masa=7476, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 89 Pozycja: 10
Kontener{masa=7476, producent='Swire', towar='Kwas'} Poziom: 1 Kolumna: 89 Pozycja: 11
Kontener{masa=7474, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 89 Pozycja: 12
Kontener{masa=7471, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 89 Pozycja: 13
Kontener{masa=7471, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 89 Pozycja: 14
Kontener{masa=7469, producent='COSCO', towar='Ropa'} Poziom: 1 Kolumna: 89 Pozycja: 15
Kontener{masa=7469, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 89 Pozycja: 16
Kontener{masa=7467, producent='Maersk', towar='Kwas'} Poziom: 1 Kolumna: 89 Pozycja: 17
Kontener{masa=7466, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 89 Pozycja: 18
Kontener{masa=7465, producent='Swire', towar='Farba'} Poziom: 1 Kolumna: 89 Pozycja: 19
Kontener{masa=2474, producent='Evergreen', towar='Ropa'} Poziom: 1 Kolumna: 89 Pozycja: 20
Kontener{masa=117, producent='Matson', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 89 Pozycja: 21
Kontener{masa=385, producent='Maersk', towar='Procesor'} Poziom: 1 Kolumna: 89 Pozycja: 22
Kontener{masa=41, producent='Swire', towar='Telewizor'} Poziom: 1 Kolumna: 89 Pozycja: 23
Kontener{masa=351, producent='Maersk', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 89 Pozycja: 24
Kontener{masa=96, producent='Maersk', towar='Komputer'} Poziom: 1 Kolumna: 89 Pozycja: 25
Kontener{masa=1836, producent='Evergreen', towar='Kwas'} Poziom: 1 Kolumna: 89 Pozycja: 26
Kontener{masa=294, producent='Swire', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 89 Pozycja: 27
Kontener{masa=845, producent='Swire', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 89 Pozycja: 28
Kontener{masa=170, producent='Matson', towar='Komputer'} Poziom: 1 Kolumna: 89 Pozycja: 29
Kontener{masa=257, producent='COSCO', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 90 Pozycja: 0
Kontener{masa=923, producent='Swire', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 90 Pozycja: 1
Kontener{masa=825, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 90 Pozycja: 2
Kontener{masa=2791, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 90 Pozycja: 3
Kontener{masa=432, producent='CMA CMG', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 90 Pozycja: 4
Kontener{masa=923, producent='Matson', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 90 Pozycja: 5
Kontener{masa=839, producent='COSCO', towar='Kwas'} Poziom: 1 Kolumna: 90 Pozycja: 6
Kontener{masa=1144, producent='Maersk', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 90 Pozycja: 7
Kontener{masa=841, producent='COSCO', towar='Komputer'} Poziom: 1 Kolumna: 90 Pozycja: 8
Kontener{masa=908, producent='COSCO', towar='Telefon'} Poziom: 1 Kolumna: 90 Pozycja: 9
Kontener{masa=7459, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 90 Pozycja: 10
Kontener{masa=7458, producent='Evergreen', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 90 Pozycja: 11
Kontener{masa=7457, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 90 Pozycja: 12
Kontener{masa=7456, producent='COSCO', towar='Ropa'} Poziom: 1 Kolumna: 90 Pozycja: 13
Kontener{masa=7456, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 90 Pozycja: 14
Kontener{masa=7453, producent='Swire', towar='Ropa'} Poziom: 1 Kolumna: 90 Pozycja: 15
Kontener{masa=7452, producent='Maersk', towar='Kwas'} Poziom: 1 Kolumna: 90 Pozycja: 16
